student_id,display_name,program,program_source
OULAD-590676,Learner 590676,Data & Society,Fictional demo enrichment
OULAD-592494,Learner 592494,Data & Society,Fictional demo enrichment
OULAD-592951,Learner 592951,Applied Computing,Fictional demo enrichment
OULAD-595746,Learner 595746,Data & Society,Fictional demo enrichment
OULAD-596245,Learner 596245,Applied Computing,Fictional demo enrichment
OULAD-596620,Learner 596620,Applied Computing,Fictional demo enrichment
OULAD-596812,Learner 596812,Applied Computing,Fictional demo enrichment
OULAD-597319,Learner 597319,Applied Computing,Fictional demo enrichment
OULAD-597755,Learner 597755,Business Analytics,Fictional demo enrichment
OULAD-597948,Learner 597948,Data & Society,Fictional demo enrichment
OULAD-598713,Learner 598713,Data & Society,Fictional demo enrichment
OULAD-598887,Learner 598887,Data & Society,Fictional demo enrichment
OULAD-599663,Learner 599663,Business Analytics,Fictional demo enrichment
OULAD-600175,Learner 600175,Applied Computing,Fictional demo enrichment
OULAD-600350,Learner 600350,Business Analytics,Fictional demo enrichment
OULAD-601566,Learner 601566,Data & Society,Fictional demo enrichment
OULAD-602827,Learner 602827,Applied Computing,Fictional demo enrichment
OULAD-603049,Learner 603049,Applied Computing,Fictional demo enrichment
OULAD-603529,Learner 603529,Applied Computing,Fictional demo enrichment
OULAD-607143,Learner 607143,Data & Society,Fictional demo enrichment
OULAD-607427,Learner 607427,Business Analytics,Fictional demo enrichment
OULAD-608669,Learner 608669,Business Analytics,Fictional demo enrichment
OULAD-610537,Learner 610537,Applied Computing,Fictional demo enrichment
OULAD-611520,Learner 611520,Data & Society,Fictional demo enrichment
OULAD-611593,Learner 611593,Applied Computing,Fictional demo enrichment
OULAD-612283,Learner 612283,Applied Computing,Fictional demo enrichment
OULAD-612449,Learner 612449,Business Analytics,Fictional demo enrichment
OULAD-613667,Learner 613667,Business Analytics,Fictional demo enrichment
OULAD-616658,Learner 616658,Business Analytics,Fictional demo enrichment
OULAD-616870,Learner 616870,Applied Computing,Fictional demo enrichment
OULAD-617130,Learner 617130,Data & Society,Fictional demo enrichment
OULAD-617327,Learner 617327,Business Analytics,Fictional demo enrichment
OULAD-618513,Learner 618513,Data & Society,Fictional demo enrichment
OULAD-619359,Learner 619359,Data & Society,Fictional demo enrichment
OULAD-620782,Learner 620782,Applied Computing,Fictional demo enrichment
OULAD-620819,Learner 620819,Business Analytics,Fictional demo enrichment
OULAD-621380,Learner 621380,Business Analytics,Fictional demo enrichment
OULAD-622086,Learner 622086,Data & Society,Fictional demo enrichment
OULAD-622935,Learner 622935,Data & Society,Fictional demo enrichment
OULAD-622976,Learner 622976,Business Analytics,Fictional demo enrichment
OULAD-623100,Learner 623100,Data & Society,Fictional demo enrichment
OULAD-624469,Learner 624469,Applied Computing,Fictional demo enrichment
OULAD-624493,Learner 624493,Applied Computing,Fictional demo enrichment
OULAD-626878,Learner 626878,Applied Computing,Fictional demo enrichment
OULAD-627283,Learner 627283,Applied Computing,Fictional demo enrichment
OULAD-627417,Learner 627417,Data & Society,Fictional demo enrichment
OULAD-627450,Learner 627450,Data & Society,Fictional demo enrichment
OULAD-628008,Learner 628008,Data & Society,Fictional demo enrichment
OULAD-628376,Learner 628376,Business Analytics,Fictional demo enrichment
OULAD-628717,Learner 628717,Applied Computing,Fictional demo enrichment
OULAD-630177,Learner 630177,Data & Society,Fictional demo enrichment
OULAD-630541,Learner 630541,Applied Computing,Fictional demo enrichment
OULAD-630891,Learner 630891,Data & Society,Fictional demo enrichment
OULAD-631247,Learner 631247,Business Analytics,Fictional demo enrichment
OULAD-632004,Learner 632004,Data & Society,Fictional demo enrichment
OULAD-632904,Learner 632904,Data & Society,Fictional demo enrichment
OULAD-632929,Learner 632929,Applied Computing,Fictional demo enrichment
OULAD-633328,Learner 633328,Applied Computing,Fictional demo enrichment
OULAD-633960,Learner 633960,Data & Society,Fictional demo enrichment
OULAD-634200,Learner 634200,Data & Society,Fictional demo enrichment
OULAD-634648,Learner 634648,Applied Computing,Fictional demo enrichment
OULAD-635410,Learner 635410,Applied Computing,Fictional demo enrichment
OULAD-636783,Learner 636783,Data & Society,Fictional demo enrichment
OULAD-640443,Learner 640443,Data & Society,Fictional demo enrichment
OULAD-643309,Learner 643309,Applied Computing,Fictional demo enrichment
OULAD-643770,Learner 643770,Data & Society,Fictional demo enrichment
OULAD-644516,Learner 644516,Business Analytics,Fictional demo enrichment
OULAD-645219,Learner 645219,Data & Society,Fictional demo enrichment
OULAD-646077,Learner 646077,Data & Society,Fictional demo enrichment
OULAD-646589,Learner 646589,Business Analytics,Fictional demo enrichment
OULAD-646689,Learner 646689,Data & Society,Fictional demo enrichment
OULAD-647184,Learner 647184,Data & Society,Fictional demo enrichment
OULAD-647518,Learner 647518,Applied Computing,Fictional demo enrichment
OULAD-648419,Learner 648419,Business Analytics,Fictional demo enrichment
OULAD-648477,Learner 648477,Data & Society,Fictional demo enrichment
OULAD-648536,Learner 648536,Business Analytics,Fictional demo enrichment
OULAD-648590,Learner 648590,Business Analytics,Fictional demo enrichment
OULAD-649215,Learner 649215,Data & Society,Fictional demo enrichment
OULAD-650105,Learner 650105,Business Analytics,Fictional demo enrichment
OULAD-650414,Learner 650414,Business Analytics,Fictional demo enrichment
OULAD-651759,Learner 651759,Data & Society,Fictional demo enrichment
OULAD-651935,Learner 651935,Business Analytics,Fictional demo enrichment
OULAD-652571,Learner 652571,Business Analytics,Fictional demo enrichment
OULAD-652894,Learner 652894,Applied Computing,Fictional demo enrichment
OULAD-653887,Learner 653887,Applied Computing,Fictional demo enrichment
OULAD-655627,Learner 655627,Applied Computing,Fictional demo enrichment
OULAD-655927,Learner 655927,Applied Computing,Fictional demo enrichment
OULAD-674430,Learner 674430,Data & Society,Fictional demo enrichment
OULAD-674699,Learner 674699,Business Analytics,Fictional demo enrichment
OULAD-674882,Learner 674882,Business Analytics,Fictional demo enrichment
OULAD-675442,Learner 675442,Applied Computing,Fictional demo enrichment
OULAD-675495,Learner 675495,Data & Society,Fictional demo enrichment
OULAD-678090,Learner 678090,Data & Society,Fictional demo enrichment
OULAD-678538,Learner 678538,Applied Computing,Fictional demo enrichment
OULAD-679569,Learner 679569,Data & Society,Fictional demo enrichment
OULAD-680145,Learner 680145,Data & Society,Fictional demo enrichment
OULAD-680698,Learner 680698,Applied Computing,Fictional demo enrichment
OULAD-681302,Learner 681302,Business Analytics,Fictional demo enrichment
OULAD-681335,Learner 681335,Business Analytics,Fictional demo enrichment
OULAD-682259,Learner 682259,Business Analytics,Fictional demo enrichment
OULAD-682565,Learner 682565,Business Analytics,Fictional demo enrichment
OULAD-684669,Learner 684669,Data & Society,Fictional demo enrichment
OULAD-685236,Learner 685236,Data & Society,Fictional demo enrichment
OULAD-685802,Learner 685802,Business Analytics,Fictional demo enrichment
OULAD-685964,Learner 685964,Business Analytics,Fictional demo enrichment
OULAD-686058,Learner 686058,Data & Society,Fictional demo enrichment
OULAD-686110,Learner 686110,Applied Computing,Fictional demo enrichment
OULAD-687953,Learner 687953,Business Analytics,Fictional demo enrichment
OULAD-688171,Learner 688171,Applied Computing,Fictional demo enrichment
OULAD-688672,Learner 688672,Applied Computing,Fictional demo enrichment
OULAD-688843,Learner 688843,Applied Computing,Fictional demo enrichment
OULAD-689050,Learner 689050,Applied Computing,Fictional demo enrichment
OULAD-689807,Learner 689807,Business Analytics,Fictional demo enrichment
OULAD-689855,Learner 689855,Business Analytics,Fictional demo enrichment
OULAD-690733,Learner 690733,Applied Computing,Fictional demo enrichment
OULAD-691177,Learner 691177,Applied Computing,Fictional demo enrichment
OULAD-693058,Learner 693058,Applied Computing,Fictional demo enrichment
OULAD-694147,Learner 694147,Applied Computing,Fictional demo enrichment
OULAD-694361,Learner 694361,Business Analytics,Fictional demo enrichment
OULAD-694536,Learner 694536,Data & Society,Fictional demo enrichment
OULAD-694680,Learner 694680,Data & Society,Fictional demo enrichment
OULAD-695653,Learner 695653,Applied Computing,Fictional demo enrichment
OULAD-696234,Learner 696234,Data & Society,Fictional demo enrichment
OULAD-698024,Learner 698024,Business Analytics,Fictional demo enrichment
OULAD-1078701,Learner 1078701,Data & Society,Fictional demo enrichment
OULAD-1425806,Learner 1425806,Business Analytics,Fictional demo enrichment
OULAD-1930949,Learner 1930949,Business Analytics,Fictional demo enrichment
OULAD-1991399,Learner 1991399,Business Analytics,Fictional demo enrichment
OULAD-2039190,Learner 2039190,Data & Society,Fictional demo enrichment
OULAD-2094849,Learner 2094849,Data & Society,Fictional demo enrichment
OULAD-2216442,Learner 2216442,Data & Society,Fictional demo enrichment
OULAD-2327472,Learner 2327472,Data & Society,Fictional demo enrichment
OULAD-2340786,Learner 2340786,Data & Society,Fictional demo enrichment
OULAD-2376512,Learner 2376512,Business Analytics,Fictional demo enrichment
OULAD-2464118,Learner 2464118,Business Analytics,Fictional demo enrichment
OULAD-2469688,Learner 2469688,Applied Computing,Fictional demo enrichment
OULAD-2470326,Learner 2470326,Data & Society,Fictional demo enrichment
OULAD-2485655,Learner 2485655,Business Analytics,Fictional demo enrichment
OULAD-2585270,Learner 2585270,Business Analytics,Fictional demo enrichment
OULAD-2613746,Learner 2613746,Business Analytics,Fictional demo enrichment
OULAD-2622627,Learner 2622627,Data & Society,Fictional demo enrichment
OULAD-2677097,Learner 2677097,Business Analytics,Fictional demo enrichment
OULAD-111360,Learner 111360,Data & Society,Fictional demo enrichment
OULAD-227491,Learner 227491,Applied Computing,Fictional demo enrichment
OULAD-240755,Learner 240755,Business Analytics,Fictional demo enrichment
OULAD-260639,Learner 260639,Business Analytics,Fictional demo enrichment
OULAD-263524,Learner 263524,Applied Computing,Fictional demo enrichment
OULAD-350690,Learner 350690,Business Analytics,Fictional demo enrichment
OULAD-387289,Learner 387289,Applied Computing,Fictional demo enrichment
OULAD-391638,Learner 391638,Data & Society,Fictional demo enrichment
OULAD-415695,Learner 415695,Data & Society,Fictional demo enrichment
OULAD-430516,Learner 430516,Applied Computing,Fictional demo enrichment
OULAD-472060,Learner 472060,Applied Computing,Fictional demo enrichment
OULAD-473640,Learner 473640,Data & Society,Fictional demo enrichment
OULAD-485519,Learner 485519,Business Analytics,Fictional demo enrichment
OULAD-498363,Learner 498363,Data & Society,Fictional demo enrichment
OULAD-504602,Learner 504602,Business Analytics,Fictional demo enrichment
OULAD-513687,Learner 513687,Data & Society,Fictional demo enrichment
OULAD-514218,Learner 514218,Data & Society,Fictional demo enrichment
OULAD-522538,Learner 522538,Applied Computing,Fictional demo enrichment
OULAD-524020,Learner 524020,Applied Computing,Fictional demo enrichment
OULAD-524137,Learner 524137,Applied Computing,Fictional demo enrichment
OULAD-532988,Learner 532988,Business Analytics,Fictional demo enrichment
OULAD-536999,Learner 536999,Business Analytics,Fictional demo enrichment
OULAD-547784,Learner 547784,Business Analytics,Fictional demo enrichment
OULAD-554885,Learner 554885,Business Analytics,Fictional demo enrichment
OULAD-1766513,Learner 1766513,Business Analytics,Fictional demo enrichment
OULAD-1935774,Learner 1935774,Data & Society,Fictional demo enrichment
OULAD-1962854,Learner 1962854,Business Analytics,Fictional demo enrichment
OULAD-2082180,Learner 2082180,Data & Society,Fictional demo enrichment
OULAD-2094546,Learner 2094546,Data & Society,Fictional demo enrichment
OULAD-2232218,Learner 2232218,Business Analytics,Fictional demo enrichment
OULAD-8462,Learner 8462,Business Analytics,Fictional demo enrichment
OULAD-165178,Learner 165178,Applied Computing,Fictional demo enrichment
OULAD-228695,Learner 228695,Business Analytics,Fictional demo enrichment
OULAD-236150,Learner 236150,Business Analytics,Fictional demo enrichment
OULAD-255622,Learner 255622,Applied Computing,Fictional demo enrichment
OULAD-309258,Learner 309258,Data & Society,Fictional demo enrichment
OULAD-373280,Learner 373280,Business Analytics,Fictional demo enrichment
OULAD-487556,Learner 487556,Business Analytics,Fictional demo enrichment
OULAD-493879,Learner 493879,Applied Computing,Fictional demo enrichment
OULAD-501723,Learner 501723,Data & Society,Fictional demo enrichment
OULAD-544499,Learner 544499,Business Analytics,Fictional demo enrichment
OULAD-549337,Learner 549337,Applied Computing,Fictional demo enrichment
OULAD-558029,Learner 558029,Business Analytics,Fictional demo enrichment
OULAD-563847,Learner 563847,Data & Society,Fictional demo enrichment
OULAD-572281,Learner 572281,Applied Computing,Fictional demo enrichment
OULAD-573235,Learner 573235,Applied Computing,Fictional demo enrichment
OULAD-573646,Learner 573646,Applied Computing,Fictional demo enrichment
OULAD-575773,Learner 575773,Applied Computing,Fictional demo enrichment
OULAD-578427,Learner 578427,Data & Society,Fictional demo enrichment
OULAD-587310,Learner 587310,Data & Society,Fictional demo enrichment
OULAD-587576,Learner 587576,Business Analytics,Fictional demo enrichment
OULAD-589569,Learner 589569,Data & Society,Fictional demo enrichment
OULAD-590920,Learner 590920,Applied Computing,Fictional demo enrichment
OULAD-591648,Learner 591648,Data & Society,Fictional demo enrichment
OULAD-599837,Learner 599837,Business Analytics,Fictional demo enrichment
OULAD-605070,Learner 605070,Data & Society,Fictional demo enrichment
OULAD-610170,Learner 610170,Data & Society,Fictional demo enrichment
OULAD-997948,Learner 997948,Applied Computing,Fictional demo enrichment
OULAD-2134578,Learner 2134578,Data & Society,Fictional demo enrichment
OULAD-2288599,Learner 2288599,Applied Computing,Fictional demo enrichment
OULAD-2314761,Learner 2314761,Data & Society,Fictional demo enrichment
OULAD-2336922,Learner 2336922,Data & Society,Fictional demo enrichment
OULAD-2654602,Learner 2654602,Applied Computing,Fictional demo enrichment
OULAD-2697921,Learner 2697921,Data & Society,Fictional demo enrichment
OULAD-53632,Learner 53632,Applied Computing,Fictional demo enrichment
OULAD-54810,Learner 54810,Data & Society,Fictional demo enrichment
OULAD-75309,Learner 75309,Data & Society,Fictional demo enrichment
OULAD-233868,Learner 233868,Data & Society,Fictional demo enrichment
OULAD-300592,Learner 300592,Applied Computing,Fictional demo enrichment
OULAD-361842,Learner 361842,Data & Society,Fictional demo enrichment
OULAD-373795,Learner 373795,Applied Computing,Fictional demo enrichment
OULAD-421242,Learner 421242,Data & Society,Fictional demo enrichment
OULAD-470555,Learner 470555,Business Analytics,Fictional demo enrichment
OULAD-543976,Learner 543976,Applied Computing,Fictional demo enrichment
OULAD-546299,Learner 546299,Business Analytics,Fictional demo enrichment
OULAD-555132,Learner 555132,Data & Society,Fictional demo enrichment
OULAD-556836,Learner 556836,Data & Society,Fictional demo enrichment
OULAD-572043,Learner 572043,Data & Society,Fictional demo enrichment
OULAD-610609,Learner 610609,Applied Computing,Fictional demo enrichment
OULAD-612443,Learner 612443,Business Analytics,Fictional demo enrichment
OULAD-619851,Learner 619851,Data & Society,Fictional demo enrichment
OULAD-621659,Learner 621659,Business Analytics,Fictional demo enrichment
OULAD-621675,Learner 621675,Data & Society,Fictional demo enrichment
OULAD-623917,Learner 623917,Applied Computing,Fictional demo enrichment
OULAD-627416,Learner 627416,Business Analytics,Fictional demo enrichment
OULAD-631513,Learner 631513,Applied Computing,Fictional demo enrichment
OULAD-2333244,Learner 2333244,Data & Society,Fictional demo enrichment
OULAD-2595730,Learner 2595730,Applied Computing,Fictional demo enrichment
OULAD-2636552,Learner 2636552,Business Analytics,Fictional demo enrichment
OULAD-36385,Learner 36385,Applied Computing,Fictional demo enrichment
OULAD-508829,Learner 508829,Business Analytics,Fictional demo enrichment
OULAD-559882,Learner 559882,Applied Computing,Fictional demo enrichment
OULAD-588383,Learner 588383,Business Analytics,Fictional demo enrichment
OULAD-607483,Learner 607483,Applied Computing,Fictional demo enrichment
OULAD-623864,Learner 623864,Business Analytics,Fictional demo enrichment
OULAD-626552,Learner 626552,Business Analytics,Fictional demo enrichment
OULAD-630900,Learner 630900,Data & Society,Fictional demo enrichment
OULAD-1459010,Learner 1459010,Business Analytics,Fictional demo enrichment
OULAD-76579,Learner 76579,Applied Computing,Fictional demo enrichment
OULAD-286527,Learner 286527,Data & Society,Fictional demo enrichment
OULAD-333976,Learner 333976,Applied Computing,Fictional demo enrichment
OULAD-446397,Learner 446397,Data & Society,Fictional demo enrichment
OULAD-467363,Learner 467363,Business Analytics,Fictional demo enrichment
OULAD-554235,Learner 554235,Data & Society,Fictional demo enrichment
OULAD-571963,Learner 571963,Applied Computing,Fictional demo enrichment
OULAD-600623,Learner 600623,Business Analytics,Fictional demo enrichment
OULAD-382432,Learner 382432,Applied Computing,Fictional demo enrichment
OULAD-520824,Learner 520824,Data & Society,Fictional demo enrichment
OULAD-582094,Learner 582094,Applied Computing,Fictional demo enrichment
OULAD-532579,Learner 532579,Applied Computing,Fictional demo enrichment
OULAD-567681,Learner 567681,Data & Society,Fictional demo enrichment
OULAD-675337,Learner 675337,Applied Computing,Fictional demo enrichment
OULAD-53709,Learner 53709,Data & Society,Fictional demo enrichment
OULAD-77998,Learner 77998,Applied Computing,Fictional demo enrichment
OULAD-193803,Learner 193803,Data & Society,Fictional demo enrichment
OULAD-247940,Learner 247940,Business Analytics,Fictional demo enrichment
OULAD-361837,Learner 361837,Applied Computing,Fictional demo enrichment
OULAD-389759,Learner 389759,Business Analytics,Fictional demo enrichment
OULAD-404170,Learner 404170,Applied Computing,Fictional demo enrichment
OULAD-416696,Learner 416696,Business Analytics,Fictional demo enrichment
OULAD-441421,Learner 441421,Applied Computing,Fictional demo enrichment
OULAD-491011,Learner 491011,Applied Computing,Fictional demo enrichment
OULAD-499244,Learner 499244,Business Analytics,Fictional demo enrichment
OULAD-501302,Learner 501302,Business Analytics,Fictional demo enrichment
OULAD-501755,Learner 501755,Business Analytics,Fictional demo enrichment
OULAD-504956,Learner 504956,Business Analytics,Fictional demo enrichment
OULAD-505501,Learner 505501,Applied Computing,Fictional demo enrichment
OULAD-517349,Learner 517349,Business Analytics,Fictional demo enrichment
OULAD-526303,Learner 526303,Applied Computing,Fictional demo enrichment
OULAD-536103,Learner 536103,Data & Society,Fictional demo enrichment
OULAD-539401,Learner 539401,Applied Computing,Fictional demo enrichment
OULAD-539922,Learner 539922,Data & Society,Fictional demo enrichment
OULAD-540637,Learner 540637,Applied Computing,Fictional demo enrichment
OULAD-552648,Learner 552648,Data & Society,Fictional demo enrichment
OULAD-557735,Learner 557735,Business Analytics,Fictional demo enrichment
OULAD-559449,Learner 559449,Data & Society,Fictional demo enrichment
OULAD-2687045,Learner 2687045,Business Analytics,Fictional demo enrichment
OULAD-101217,Learner 101217,Data & Society,Fictional demo enrichment
OULAD-287079,Learner 287079,Data & Society,Fictional demo enrichment
OULAD-325750,Learner 325750,Applied Computing,Fictional demo enrichment
OULAD-385547,Learner 385547,Business Analytics,Fictional demo enrichment
OULAD-429832,Learner 429832,Applied Computing,Fictional demo enrichment
OULAD-444619,Learner 444619,Applied Computing,Fictional demo enrichment
OULAD-475699,Learner 475699,Applied Computing,Fictional demo enrichment
OULAD-491756,Learner 491756,Business Analytics,Fictional demo enrichment
OULAD-504700,Learner 504700,Applied Computing,Fictional demo enrichment
OULAD-521255,Learner 521255,Business Analytics,Fictional demo enrichment
OULAD-536711,Learner 536711,Business Analytics,Fictional demo enrichment
OULAD-539945,Learner 539945,Business Analytics,Fictional demo enrichment
OULAD-540909,Learner 540909,Data & Society,Fictional demo enrichment
OULAD-549523,Learner 549523,Applied Computing,Fictional demo enrichment
OULAD-568998,Learner 568998,Data & Society,Fictional demo enrichment
OULAD-570004,Learner 570004,Applied Computing,Fictional demo enrichment
OULAD-570689,Learner 570689,Business Analytics,Fictional demo enrichment
OULAD-572265,Learner 572265,Data & Society,Fictional demo enrichment
OULAD-573291,Learner 573291,Data & Society,Fictional demo enrichment
OULAD-577533,Learner 577533,Data & Society,Fictional demo enrichment
OULAD-578152,Learner 578152,Applied Computing,Fictional demo enrichment
OULAD-581219,Learner 581219,Business Analytics,Fictional demo enrichment
OULAD-584210,Learner 584210,Business Analytics,Fictional demo enrichment
OULAD-584362,Learner 584362,Applied Computing,Fictional demo enrichment
OULAD-586906,Learner 586906,Applied Computing,Fictional demo enrichment
OULAD-590548,Learner 590548,Applied Computing,Fictional demo enrichment
OULAD-597761,Learner 597761,Business Analytics,Fictional demo enrichment
OULAD-598353,Learner 598353,Data & Society,Fictional demo enrichment
OULAD-602672,Learner 602672,Business Analytics,Fictional demo enrichment
OULAD-604142,Learner 604142,Business Analytics,Fictional demo enrichment
OULAD-605091,Learner 605091,Data & Society,Fictional demo enrichment
OULAD-606911,Learner 606911,Business Analytics,Fictional demo enrichment
OULAD-608111,Learner 608111,Business Analytics,Fictional demo enrichment
OULAD-2463282,Learner 2463282,Data & Society,Fictional demo enrichment
OULAD-2563095,Learner 2563095,Data & Society,Fictional demo enrichment
OULAD-583056,Learner 583056,Data & Society,Fictional demo enrichment
OULAD-604614,Learner 604614,Data & Society,Fictional demo enrichment
OULAD-627379,Learner 627379,Applied Computing,Fictional demo enrichment
OULAD-629182,Learner 629182,Applied Computing,Fictional demo enrichment
OULAD-630168,Learner 630168,Data & Society,Fictional demo enrichment
OULAD-632773,Learner 632773,Applied Computing,Fictional demo enrichment
OULAD-1683192,Learner 1683192,Data & Society,Fictional demo enrichment
OULAD-2462281,Learner 2462281,Applied Computing,Fictional demo enrichment
OULAD-2602542,Learner 2602542,Data & Society,Fictional demo enrichment
OULAD-603585,Learner 603585,Data & Society,Fictional demo enrichment
OULAD-624767,Learner 624767,Business Analytics,Fictional demo enrichment
