enrollment_id,weighted_grade
OULAD-598313-BBB-2014J,66.6
OULAD-598321-CCC-2014B,84.2
OULAD-598321-EEE-2013J,92.9
OULAD-598353-FFF-2014B,58.0
OULAD-598713-CCC-2014J,68.7
OULAD-598713-FFF-2014B,84.0
OULAD-598887-FFF-2013J,68.8
OULAD-599263-CCC-2014B,31.2
OULAD-599263-EEE-2014B,60.8
OULAD-599663-CCC-2014J,78.1
OULAD-599663-FFF-2013J,79.2
OULAD-599837-DDD-2013J,77.6
OULAD-599837-DDD-2014J,76.7
OULAD-599902-EEE-2013J,86.8
OULAD-599937-CCC-2014B,0.0
OULAD-599937-EEE-2014B,72.7
OULAD-599942-EEE-2013J,49.4
OULAD-600094-CCC-2014B,45.6
OULAD-600094-DDD-2013J,67.5
OULAD-600175-CCC-2014J,69.8
OULAD-600175-FFF-2013J,84.0
OULAD-600350-CCC-2014J,56.0
OULAD-600350-EEE-2013J,90.9
OULAD-600623-EEE-2014B,94.6
OULAD-601566-CCC-2014J,63.6
OULAD-601566-DDD-2013J,66.8
OULAD-602011-BBB-2014B,42.6
OULAD-602030-CCC-2014B,39.3
OULAD-602030-CCC-2014J,30.4
OULAD-602672-FFF-2014B,77.5
OULAD-602827-CCC-2014J,66.7
OULAD-602827-EEE-2013J,92.1
OULAD-603049-CCC-2014J,59.8
OULAD-603049-DDD-2013J,86.0
OULAD-603529-CCC-2014J,71.9
OULAD-603529-FFF-2013J,80.2
OULAD-603585-GGG-2013J,63.0
OULAD-603585-GGG-2014J,57.5
OULAD-603921-BBB-2014J,72.0
OULAD-603921-GGG-2014B,89.9
OULAD-604142-FFF-2013J,69.0
OULAD-604142-FFF-2014J,69.0
OULAD-604164-CCC-2014B,60.7
OULAD-604164-CCC-2014J,71.7
OULAD-604517-CCC-2014B,60.2
OULAD-604517-EEE-2013J,82.8
OULAD-604614-FFF-2014J,73.0
OULAD-604723-CCC-2014B,91.6
OULAD-604723-DDD-2013J,76.6
OULAD-605070-DDD-2013J,72.0
OULAD-605070-DDD-2014J,54.0
OULAD-605091-FFF-2013J,86.0
OULAD-605901-BBB-2014J,78.3
OULAD-605901-GGG-2013J,94.0
OULAD-606350-CCC-2014B,40.0
OULAD-606864-BBB-2014J,65.8
OULAD-606864-GGG-2013J,81.8
OULAD-606930-FFF-2013J,65.5
OULAD-607052-CCC-2014B,81.5
OULAD-607052-FFF-2013J,93.8
OULAD-607143-CCC-2014J,22.0
OULAD-607143-EEE-2013J,82.8
OULAD-607427-DDD-2013J,64.0
OULAD-607483-DDD-2014J,67.4
OULAD-607483-GGG-2013J,81.1
OULAD-607636-CCC-2014B,49.9
OULAD-607636-EEE-2013J,88.1
OULAD-608111-FFF-2013J,71.0
OULAD-608111-FFF-2014B,71.0
OULAD-608130-CCC-2014B,17.3
OULAD-608130-EEE-2013J,64.4
OULAD-608472-CCC-2014B,25.8
OULAD-608753-CCC-2014B,47.7
OULAD-608753-FFF-2013J,86.8
OULAD-609025-CCC-2014B,87.5
OULAD-609025-EEE-2013J,95.5
OULAD-609645-CCC-2014B,35.3
OULAD-609645-EEE-2014B,77.3
OULAD-610099-CCC-2014B,62.1
OULAD-610099-FFF-2013J,86.8
OULAD-610170-DDD-2013J,71.1
OULAD-610170-DDD-2014B,71.1
OULAD-610494-BBB-2014J,1.0
OULAD-610537-CCC-2014J,6.0
OULAD-610537-DDD-2013J,29.2
OULAD-610537-DDD-2014J,33.5
OULAD-611268-BBB-2013J,64.6
OULAD-611268-BBB-2014J,84.8
OULAD-611520-DDD-2014B,43.0
OULAD-611593-CCC-2014J,94.3
OULAD-611593-DDD-2013J,84.8
OULAD-611865-DDD-2014B,71.0
OULAD-611865-DDD-2014J,33.8
OULAD-612283-CCC-2014J,30.0
OULAD-612283-DDD-2014B,30.4
OULAD-612397-CCC-2014B,30.0
OULAD-612397-EEE-2014B,77.4
OULAD-612443-DDD-2014B,76.0
OULAD-612443-DDD-2014J,65.3
OULAD-612449-CCC-2014J,22.0
OULAD-612449-EEE-2014B,86.5
OULAD-613461-CCC-2014B,52.8
OULAD-613461-FFF-2014B,74.8
OULAD-613667-CCC-2014J,75.5
OULAD-613667-DDD-2014B,89.5
OULAD-614733-CCC-2014B,14.0
OULAD-614733-FFF-2014B,24.0
OULAD-616658-CCC-2014J,79.0
OULAD-616658-DDD-2014B,86.1
OULAD-616870-CCC-2014J,85.1
OULAD-616870-DDD-2014B,73.7
OULAD-617130-CCC-2014J,71.2
OULAD-617130-FFF-2014B,74.0
OULAD-617130-FFF-2014J,74.0
OULAD-617327-CCC-2014J,21.4
OULAD-617327-DDD-2014B,50.7
OULAD-617331-CCC-2014B,60.0
OULAD-617355-CCC-2014B,81.4
OULAD-617355-EEE-2014B,82.0
OULAD-617365-CCC-2014B,83.6
OULAD-617365-EEE-2014B,88.4
OULAD-617781-CCC-2014B,55.6
OULAD-617781-DDD-2014B,53.4
OULAD-618171-DDD-2014B,75.2
OULAD-618197-BBB-2014B,68.2
OULAD-618197-BBB-2014J,59.6
OULAD-618513-CCC-2014J,49.5
OULAD-618513-FFF-2014B,76.0
OULAD-619359-CCC-2014J,46.5
OULAD-619359-DDD-2014B,74.2
OULAD-619851-DDD-2014B,42.0
OULAD-620320-FFF-2014B,60.0
OULAD-620646-CCC-2014B,47.5
OULAD-620646-EEE-2014B,78.7
OULAD-620782-CCC-2014J,33.0
OULAD-620782-EEE-2014J,80.9
OULAD-620819-CCC-2014J,56.0
OULAD-620819-FFF-2014B,89.0
OULAD-620876-CCC-2014B,65.9
OULAD-620876-EEE-2014B,61.2
OULAD-621380-CCC-2014J,100.0
OULAD-621380-EEE-2014J,83.2
OULAD-621655-CCC-2014B,40.0
OULAD-621655-EEE-2014B,71.9
OULAD-621659-DDD-2014B,39.1
OULAD-621659-DDD-2014J,57.7
OULAD-621696-CCC-2014J,62.9
OULAD-621696-FFF-2014B,72.2
OULAD-622086-DDD-2014B,42.4
OULAD-622935-CCC-2014J,68.2
OULAD-622935-FFF-2014B,86.0
OULAD-622948-CCC-2014B,81.4
OULAD-622948-EEE-2014B,77.6
OULAD-622976-CCC-2014J,74.8
OULAD-622976-FFF-2014B,78.5
OULAD-623100-CCC-2014J,86.6
OULAD-623100-EEE-2014B,88.5
OULAD-623738-EEE-2014B,83.9
OULAD-623786-FFF-2014B,57.0
OULAD-623864-DDD-2014J,64.8
OULAD-623864-EEE-2014B,83.0
OULAD-623917-DDD-2014B,51.0
OULAD-623917-FFF-2014J,52.0
OULAD-624354-CCC-2014J,21.8
OULAD-624469-CCC-2014J,56.0
OULAD-624469-EEE-2014B,63.3
OULAD-624493-CCC-2014J,81.6
OULAD-624493-DDD-2014B,89.8
OULAD-624767-GGG-2014B,93.1
OULAD-624767-GGG-2014J,93.1
OULAD-624782-CCC-2014B,35.3
OULAD-624782-EEE-2014B,69.5
OULAD-624795-GGG-2014B,66.9
OULAD-625785-EEE-2014J,85.9
OULAD-625790-CCC-2014B,4.9
OULAD-625790-EEE-2014B,64.3
OULAD-625838-CCC-2014B,87.6
OULAD-625838-FFF-2014J,55.0
OULAD-626055-EEE-2014B,61.0
OULAD-626159-BBB-2014J,66.0
OULAD-626159-GGG-2014B,85.9
OULAD-626552-FFF-2014J,79.0
OULAD-626878-CCC-2014J,42.8
OULAD-626878-FFF-2014B,73.0
OULAD-626998-CCC-2014B,77.2
OULAD-626998-EEE-2014B,83.7
OULAD-626998-EEE-2014J,69.8
OULAD-627168-CCC-2014B,76.4
OULAD-627168-EEE-2014B,94.0
OULAD-627283-CCC-2014J,44.5
OULAD-627283-EEE-2014J,68.4
OULAD-627379-FFF-2014J,66.0
OULAD-627399-CCC-2014B,83.5
OULAD-627399-EEE-2014B,91.7
OULAD-627416-DDD-2014B,74.9
OULAD-627416-DDD-2014J,74.4
OULAD-627417-CCC-2014J,76.8
OULAD-627417-FFF-2014B,85.2
OULAD-627450-CCC-2014J,49.4
OULAD-627450-EEE-2014B,79.8
OULAD-627636-EEE-2014B,71.8
OULAD-628008-CCC-2014J,44.0
OULAD-628008-DDD-2014B,74.3
OULAD-628214-CCC-2014B,30.0
OULAD-628214-EEE-2014B,82.0
OULAD-628366-CCC-2014B,40.0
OULAD-628366-EEE-2014B,88.0
OULAD-628366-EEE-2014J,88.0
OULAD-628376-CCC-2014J,81.1
OULAD-628376-DDD-2014B,81.0
OULAD-628383-CCC-2014B,81.4
OULAD-628383-FFF-2014J,81.8
OULAD-628717-CCC-2014J,75.2
OULAD-628717-EEE-2014J,65.4
OULAD-628718-EEE-2014B,64.9
OULAD-629182-FFF-2014B,84.0
OULAD-629182-FFF-2014J,75.7
OULAD-629862-CCC-2014B,75.5
OULAD-629862-EEE-2014J,87.7
OULAD-630168-FFF-2014B,73.5
OULAD-630168-FFF-2014J,88.0
OULAD-630177-CCC-2014J,86.6
OULAD-630177-FFF-2014B,95.2
OULAD-630178-CCC-2014B,55.3
OULAD-630178-DDD-2014B,67.5
OULAD-630541-EEE-2014J,87.2
OULAD-630891-CCC-2014J,0.0
OULAD-630891-FFF-2014B,24.5
OULAD-630900-DDD-2014J,58.6
OULAD-630900-EEE-2014B,90.4
OULAD-631075-CCC-2014B,65.4
OULAD-631075-FFF-2014B,71.5
OULAD-631075-FFF-2014J,69.3
OULAD-631247-CCC-2014J,95.8
OULAD-631247-FFF-2014B,91.8
OULAD-631513-DDD-2014B,77.6
OULAD-631513-DDD-2014J,75.6
OULAD-631925-CCC-2014B,71.3
OULAD-631925-FFF-2014B,82.0
OULAD-632004-CCC-2014J,67.2
OULAD-632004-EEE-2014B,85.7
OULAD-632074-CCC-2014B,84.7
OULAD-632074-EEE-2014B,81.8
OULAD-632074-FFF-2014J,85.0
OULAD-632111-CCC-2014B,54.8
OULAD-632111-EEE-2014B,93.7
OULAD-632114-FFF-2014B,56.5
OULAD-632312-CCC-2014B,61.5
OULAD-632312-EEE-2014B,82.3
OULAD-632459-CCC-2014B,54.9
OULAD-632459-EEE-2014B,77.7
OULAD-632637-CCC-2014J,39.3
OULAD-632836-CCC-2014B,93.8
OULAD-632836-FFF-2014J,79.2
OULAD-632856-CCC-2014B,25.3
OULAD-632856-DDD-2014B,51.5
OULAD-632904-CCC-2014J,67.0
OULAD-632904-EEE-2014B,91.6
OULAD-632929-CCC-2014J,44.0
OULAD-632929-FFF-2014B,80.0
OULAD-633270-CCC-2014B,67.5
OULAD-633270-EEE-2014B,70.3
OULAD-633310-CCC-2014B,42.2
OULAD-633310-EEE-2014B,75.0
OULAD-633328-CCC-2014J,87.3
OULAD-633328-FFF-2014B,78.5
OULAD-633695-CCC-2014B,98.3
OULAD-633695-EEE-2014B,91.3
OULAD-633960-CCC-2014J,99.2
OULAD-633960-DDD-2014B,94.8
OULAD-634200-CCC-2014J,75.4
OULAD-634200-FFF-2014B,73.5
OULAD-634216-CCC-2014B,87.9
OULAD-634216-EEE-2014B,91.9
OULAD-634433-CCC-2014B,57.0
OULAD-634433-EEE-2014B,81.0
OULAD-634500-CCC-2014B,69.1
OULAD-634500-FFF-2014B,69.0
OULAD-634648-CCC-2014J,54.2
OULAD-634648-DDD-2014B,66.8
OULAD-635034-CCC-2014B,34.2
OULAD-635034-FFF-2014B,64.5
OULAD-635109-CCC-2014B,55.5
OULAD-635109-EEE-2014B,79.8
OULAD-635410-CCC-2014J,25.1
OULAD-635410-FFF-2014J,56.5
OULAD-636783-CCC-2014J,96.6
OULAD-636783-FFF-2014J,90.5
OULAD-643309-CCC-2014J,84.0
OULAD-643309-EEE-2014J,86.0
OULAD-643770-CCC-2014J,66.7
OULAD-643770-EEE-2014J,83.9
OULAD-644516-CCC-2014J,62.0
OULAD-644516-DDD-2014J,63.3
OULAD-645219-DDD-2014J,64.5
OULAD-646589-CCC-2014J,52.8
OULAD-646589-DDD-2014J,44.2
OULAD-647518-CCC-2014J,72.7
OULAD-648419-DDD-2014J,62.2
OULAD-648536-FFF-2014J,88.0
OULAD-648590-CCC-2014J,45.9
OULAD-648590-FFF-2014J,77.2
OULAD-649215-EEE-2014J,68.5
OULAD-650105-CCC-2014J,50.8
OULAD-651759-CCC-2014J,99.3
OULAD-651759-DDD-2014J,95.9
OULAD-651935-CCC-2014J,73.6
OULAD-651935-EEE-2014J,78.3
OULAD-652894-CCC-2014J,37.9
OULAD-652894-EEE-2014J,87.0
OULAD-653887-CCC-2014J,51.6
OULAD-653887-EEE-2014J,84.3
OULAD-655927-CCC-2014J,56.9
OULAD-655927-FFF-2014J,71.5
OULAD-674430-CCC-2014J,74.3
OULAD-674430-EEE-2014J,93.3
OULAD-674699-CCC-2014J,65.1
OULAD-674699-FFF-2014J,86.5
OULAD-674882-CCC-2014J,55.1
OULAD-674882-EEE-2014J,63.9
OULAD-675337-FFF-2014J,68.0
OULAD-675442-CCC-2014J,56.0
OULAD-675442-EEE-2014J,62.0
OULAD-675495-CCC-2014J,54.2
OULAD-675495-EEE-2014J,79.8
OULAD-678538-EEE-2014J,83.8
OULAD-679569-CCC-2014J,50.6
OULAD-679569-EEE-2014J,90.8
OULAD-680145-CCC-2014J,30.0
OULAD-680145-FFF-2014J,65.8
OULAD-681302-CCC-2014J,73.1
OULAD-681302-EEE-2014J,76.3
OULAD-681335-CCC-2014J,90.7
OULAD-681335-FFF-2014J,72.0
OULAD-682259-CCC-2014J,21.3
OULAD-682259-EEE-2014J,56.6
OULAD-684669-CCC-2014J,81.2
OULAD-684669-EEE-2014J,83.8
OULAD-685236-CCC-2014J,39.9
OULAD-685236-EEE-2014J,68.5
OULAD-685964-CCC-2014J,96.8
OULAD-685964-DDD-2014J,90.8
OULAD-686058-CCC-2014J,91.6
OULAD-686058-EEE-2014J,95.2
OULAD-686110-CCC-2014J,67.2
OULAD-686110-EEE-2014J,76.7
OULAD-688171-CCC-2014J,53.5
OULAD-688171-DDD-2014J,75.0
OULAD-688843-CCC-2014J,58.4
OULAD-688843-DDD-2014J,24.3
OULAD-689050-CCC-2014J,91.7
OULAD-689050-DDD-2014J,81.6
OULAD-689855-CCC-2014J,91.8
OULAD-689855-FFF-2014J,86.5
OULAD-690733-CCC-2014J,96.4
OULAD-690733-DDD-2014J,96.4
OULAD-691177-CCC-2014J,56.0
OULAD-693058-CCC-2014J,96.2
OULAD-693058-DDD-2014J,94.6
OULAD-694147-CCC-2014J,79.6
OULAD-694147-DDD-2014J,78.3
OULAD-694361-EEE-2014J,85.2
OULAD-694536-CCC-2014J,44.0
OULAD-694680-CCC-2014J,65.9
OULAD-694680-EEE-2014J,68.4
OULAD-695653-CCC-2014J,36.9
OULAD-695653-EEE-2014J,72.2
OULAD-696234-CCC-2014J,44.0
OULAD-698024-CCC-2014J,76.7
OULAD-698024-EEE-2014J,51.0
OULAD-1078701-CCC-2014J,77.7
OULAD-1078701-DDD-2014J,69.8
OULAD-1307784-CCC-2014B,50.0
OULAD-1307784-CCC-2014J,71.3
OULAD-1311171-CCC-2014B,88.0
OULAD-1311171-DDD-2013B,85.9
OULAD-1425806-FFF-2014B,77.2
OULAD-1468838-CCC-2014B,57.8
OULAD-1468838-CCC-2014J,63.1
OULAD-1514245-FFF-2014B,83.0
OULAD-1514245-FFF-2014J,83.0
OULAD-1588208-BBB-2014B,65.0
OULAD-1644328-CCC-2014B,40.0
OULAD-1644328-EEE-2014B,97.0
OULAD-1683192-FFF-2014J,68.0
OULAD-1730702-BBB-2013B,55.3
OULAD-1730702-BBB-2014B,55.3
OULAD-1766513-DDD-2013J,69.6
OULAD-1781834-CCC-2014B,68.0
OULAD-1781834-EEE-2013J,92.9
OULAD-1828112-CCC-2014B,50.0
OULAD-1924641-CCC-2014B,28.2
OULAD-1924641-EEE-2013J,69.9
OULAD-1930949-FFF-2013B,78.0
OULAD-1962854-DDD-2013B,81.1
OULAD-1962854-DDD-2014B,73.8
OULAD-1991399-CCC-2014J,89.3
OULAD-1991399-DDD-2014J,88.1
OULAD-2030117-CCC-2014B,30.0
OULAD-2030117-CCC-2014J,42.8
OULAD-2039190-DDD-2013J,96.1
OULAD-2063578-CCC-2014B,96.3
OULAD-2063578-DDD-2013B,85.7
OULAD-2082180-DDD-2013B,59.9
OULAD-2082180-DDD-2013J,71.0
OULAD-2082180-DDD-2014J,69.9
OULAD-2094546-DDD-2013B,59.6
OULAD-2094546-DDD-2013J,58.4
OULAD-2094849-EEE-2013J,67.1
OULAD-2096918-CCC-2014J,48.4
OULAD-2110039-CCC-2014B,30.0
OULAD-2134578-DDD-2013J,75.6
OULAD-2134578-DDD-2014J,61.0
OULAD-2139353-AAA-2013J,66.2
OULAD-2139353-AAA-2014J,66.9
OULAD-2216442-DDD-2014J,72.2
OULAD-2232218-DDD-2013B,77.7
OULAD-2232218-DDD-2013J,79.9
OULAD-2271743-BBB-2014B,82.0
OULAD-2288599-DDD-2014J,45.0
OULAD-2300911-BBB-2013B,66.5
OULAD-2300911-BBB-2014B,66.5
OULAD-2314761-DDD-2013J,82.2
OULAD-2314761-DDD-2014J,72.5
OULAD-2318055-AAA-2014J,76.0
OULAD-2327472-CCC-2014J,58.8
OULAD-2327472-DDD-2013J,63.3
OULAD-2333244-DDD-2014B,98.0
OULAD-2333244-DDD-2014J,81.0
OULAD-2336922-DDD-2013J,78.0
OULAD-2336922-DDD-2014B,88.6
OULAD-2340786-CCC-2014J,95.6
OULAD-2340786-DDD-2013J,90.4
OULAD-2343809-CCC-2014B,30.0
OULAD-2343809-DDD-2014B,72.0
OULAD-2376512-CCC-2014J,64.4
OULAD-2376512-EEE-2014B,86.3
OULAD-2391004-CCC-2014B,74.4
OULAD-2391004-EEE-2014B,84.0
OULAD-2394090-CCC-2014J,63.3
OULAD-2394090-DDD-2014B,90.6
OULAD-2421961-CCC-2014B,25.3
OULAD-2421961-CCC-2014J,24.9
OULAD-2421961-DDD-2013J,49.0
OULAD-2429854-AAA-2013J,51.0
OULAD-2436400-DDD-2014B,92.1
OULAD-2446778-CCC-2014B,0.0
OULAD-2463282-FFF-2013J,20.0
OULAD-2463282-FFF-2014B,40.0
OULAD-2464118-CCC-2014J,69.4
OULAD-2464118-EEE-2014J,86.0
OULAD-2469688-CCC-2014J,76.5
OULAD-2469688-FFF-2013J,87.5
OULAD-2470326-CCC-2014J,7.3
OULAD-2470326-FFF-2014J,33.0
OULAD-2473058-CCC-2014B,20.0
OULAD-2485655-EEE-2013J,85.0
OULAD-2503063-CCC-2014B,74.0
OULAD-2503063-FFF-2013J,90.5
OULAD-2563095-FFF-2013J,69.0
OULAD-2563095-FFF-2014J,79.3
OULAD-2585270-DDD-2013J,59.6
OULAD-2595730-DDD-2014B,76.2
OULAD-2595730-DDD-2014J,83.1
OULAD-2596621-AAA-2014J,73.0
OULAD-2596621-FFF-2013J,87.5
OULAD-2602264-CCC-2014B,97.5
OULAD-2602264-FFF-2013J,86.0
OULAD-2602542-FFF-2014J,92.5
OULAD-2613746-CCC-2014J,92.5
OULAD-2613746-FFF-2013J,74.8
OULAD-2621734-FFF-2013J,40.0
OULAD-2622627-CCC-2014J,80.9
OULAD-2622627-EEE-2014J,90.3
OULAD-2636552-DDD-2014B,97.0
OULAD-2636552-DDD-2014J,80.6
OULAD-2654602-DDD-2014J,60.1
OULAD-2677097-DDD-2013J,62.2
OULAD-2686074-FFF-2013B,74.2
OULAD-2687045-FFF-2013B,54.0
OULAD-2687045-FFF-2013J,54.0
OULAD-2691267-CCC-2014J,84.5
OULAD-2697921-FFF-2013J,76.2
OULAD-2697921-FFF-2014J,84.2
