enrollment_id,student_id,course_code,presentation,status,final_result,credits
OULAD-625838-CCC-2014B,OULAD-625838,CCC,2014B,Completed,Pass,30
OULAD-626055-CCC-2014B,OULAD-626055,CCC,2014B,Completed,Fail,0
OULAD-626998-CCC-2014B,OULAD-626998,CCC,2014B,Completed,Pass,30
OULAD-627168-CCC-2014B,OULAD-627168,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-627399-CCC-2014B,OULAD-627399,CCC,2014B,Completed,Pass,30
OULAD-627636-CCC-2014B,OULAD-627636,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-628214-CCC-2014B,OULAD-628214,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-628366-CCC-2014B,OULAD-628366,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-628383-CCC-2014B,OULAD-628383,CCC,2014B,Completed,Pass,30
OULAD-628718-CCC-2014B,OULAD-628718,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-629862-CCC-2014B,OULAD-629862,CCC,2014B,Completed,Pass,30
OULAD-629887-CCC-2014B,OULAD-629887,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-630178-CCC-2014B,OULAD-630178,CCC,2014B,Completed,Pass,30
OULAD-631075-CCC-2014B,OULAD-631075,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-631657-CCC-2014B,OULAD-631657,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-631925-CCC-2014B,OULAD-631925,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-632074-CCC-2014B,OULAD-632074,CCC,2014B,Completed,Pass,30
OULAD-632111-CCC-2014B,OULAD-632111,CCC,2014B,Completed,Pass,30
OULAD-632114-CCC-2014B,OULAD-632114,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-632312-CCC-2014B,OULAD-632312,CCC,2014B,Completed,Fail,0
OULAD-632459-CCC-2014B,OULAD-632459,CCC,2014B,Completed,Pass,30
OULAD-632637-CCC-2014B,OULAD-632637,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-632780-CCC-2014B,OULAD-632780,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-632836-CCC-2014B,OULAD-632836,CCC,2014B,Completed,Distinction,30
OULAD-632856-CCC-2014B,OULAD-632856,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-633270-CCC-2014B,OULAD-633270,CCC,2014B,Completed,Pass,30
OULAD-633310-CCC-2014B,OULAD-633310,CCC,2014B,Completed,Fail,0
OULAD-633695-CCC-2014B,OULAD-633695,CCC,2014B,Completed,Distinction,30
OULAD-634083-CCC-2014B,OULAD-634083,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-634216-CCC-2014B,OULAD-634216,CCC,2014B,Completed,Pass,30
OULAD-634433-CCC-2014B,OULAD-634433,CCC,2014B,Completed,Fail,0
OULAD-634500-CCC-2014B,OULAD-634500,CCC,2014B,Completed,Pass,30
OULAD-635034-CCC-2014B,OULAD-635034,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-635109-CCC-2014B,OULAD-635109,CCC,2014B,Completed,Pass,30
OULAD-1307784-CCC-2014B,OULAD-1307784,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-1311171-CCC-2014B,OULAD-1311171,CCC,2014B,Completed,Distinction,30
OULAD-1468838-CCC-2014B,OULAD-1468838,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-1514245-CCC-2014B,OULAD-1514245,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-1644328-CCC-2014B,OULAD-1644328,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-1781834-CCC-2014B,OULAD-1781834,CCC,2014B,Completed,Pass,30
OULAD-1828112-CCC-2014B,OULAD-1828112,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-1924641-CCC-2014B,OULAD-1924641,CCC,2014B,Completed,Fail,0
OULAD-2030117-CCC-2014B,OULAD-2030117,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-2063578-CCC-2014B,OULAD-2063578,CCC,2014B,Completed,Distinction,30
OULAD-2096918-CCC-2014B,OULAD-2096918,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-2110039-CCC-2014B,OULAD-2110039,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-2343809-CCC-2014B,OULAD-2343809,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-2391004-CCC-2014B,OULAD-2391004,CCC,2014B,Completed,Pass,30
OULAD-2394090-CCC-2014B,OULAD-2394090,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-2421961-CCC-2014B,OULAD-2421961,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-2436400-CCC-2014B,OULAD-2436400,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-2446778-CCC-2014B,OULAD-2446778,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-2473058-CCC-2014B,OULAD-2473058,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-2503063-CCC-2014B,OULAD-2503063,CCC,2014B,Completed,Pass,30
OULAD-2602264-CCC-2014B,OULAD-2602264,CCC,2014B,Completed,Distinction,30
OULAD-2621734-CCC-2014B,OULAD-2621734,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-2686074-CCC-2014B,OULAD-2686074,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-2691267-CCC-2014B,OULAD-2691267,CCC,2014B,Withdrawn,Withdrawn,0
OULAD-48635-CCC-2014J,OULAD-48635,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-54062-CCC-2014J,OULAD-54062,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-70495-CCC-2014J,OULAD-70495,CCC,2014J,Completed,Pass,30
OULAD-71723-CCC-2014J,OULAD-71723,CCC,2014J,Completed,Fail,0
OULAD-88758-CCC-2014J,OULAD-88758,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-96874-CCC-2014J,OULAD-96874,CCC,2014J,Completed,Fail,0
OULAD-105168-CCC-2014J,OULAD-105168,CCC,2014J,Completed,Fail,0
OULAD-119310-CCC-2014J,OULAD-119310,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-124711-CCC-2014J,OULAD-124711,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-132423-CCC-2014J,OULAD-132423,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-155298-CCC-2014J,OULAD-155298,CCC,2014J,Completed,Pass,30
OULAD-160536-CCC-2014J,OULAD-160536,CCC,2014J,Completed,Pass,30
OULAD-171896-CCC-2014J,OULAD-171896,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-185057-CCC-2014J,OULAD-185057,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-188662-CCC-2014J,OULAD-188662,CCC,2014J,Completed,Pass,30
OULAD-190780-CCC-2014J,OULAD-190780,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-199361-CCC-2014J,OULAD-199361,CCC,2014J,Completed,Fail,0
OULAD-242636-CCC-2014J,OULAD-242636,CCC,2014J,Completed,Fail,0
OULAD-256532-CCC-2014J,OULAD-256532,CCC,2014J,Completed,Fail,0
OULAD-256867-CCC-2014J,OULAD-256867,CCC,2014J,Completed,Pass,30
OULAD-271526-CCC-2014J,OULAD-271526,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-283618-CCC-2014J,OULAD-283618,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-284095-CCC-2014J,OULAD-284095,CCC,2014J,Completed,Distinction,30
OULAD-291674-CCC-2014J,OULAD-291674,CCC,2014J,Completed,Pass,30
OULAD-293321-CCC-2014J,OULAD-293321,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-293686-CCC-2014J,OULAD-293686,CCC,2014J,Completed,Pass,30
OULAD-305036-CCC-2014J,OULAD-305036,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-314555-CCC-2014J,OULAD-314555,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-314956-CCC-2014J,OULAD-314956,CCC,2014J,Completed,Pass,30
OULAD-329455-CCC-2014J,OULAD-329455,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-331622-CCC-2014J,OULAD-331622,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-335405-CCC-2014J,OULAD-335405,CCC,2014J,Completed,Distinction,30
OULAD-339824-CCC-2014J,OULAD-339824,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-341361-CCC-2014J,OULAD-341361,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-356523-CCC-2014J,OULAD-356523,CCC,2014J,Completed,Fail,0
OULAD-358075-CCC-2014J,OULAD-358075,CCC,2014J,Completed,Pass,30
OULAD-379042-CCC-2014J,OULAD-379042,CCC,2014J,Completed,Pass,30
OULAD-382857-CCC-2014J,OULAD-382857,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-391466-CCC-2014J,OULAD-391466,CCC,2014J,Completed,Fail,0
OULAD-393526-CCC-2014J,OULAD-393526,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-396631-CCC-2014J,OULAD-396631,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-400266-CCC-2014J,OULAD-400266,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-401011-CCC-2014J,OULAD-401011,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-419024-CCC-2014J,OULAD-419024,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-420042-CCC-2014J,OULAD-420042,CCC,2014J,Completed,Distinction,30
OULAD-421111-CCC-2014J,OULAD-421111,CCC,2014J,Completed,Fail,0
OULAD-422697-CCC-2014J,OULAD-422697,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-426316-CCC-2014J,OULAD-426316,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-439855-CCC-2014J,OULAD-439855,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-440171-CCC-2014J,OULAD-440171,CCC,2014J,Completed,Pass,30
OULAD-442924-CCC-2014J,OULAD-442924,CCC,2014J,Completed,Distinction,30
OULAD-464780-CCC-2014J,OULAD-464780,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-467144-CCC-2014J,OULAD-467144,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-472651-CCC-2014J,OULAD-472651,CCC,2014J,Completed,Distinction,30
OULAD-473491-CCC-2014J,OULAD-473491,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-482868-CCC-2014J,OULAD-482868,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-487314-CCC-2014J,OULAD-487314,CCC,2014J,Completed,Pass,30
OULAD-489990-CCC-2014J,OULAD-489990,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-498828-CCC-2014J,OULAD-498828,CCC,2014J,Completed,Pass,30
OULAD-499813-CCC-2014J,OULAD-499813,CCC,2014J,Completed,Distinction,30
OULAD-500189-CCC-2014J,OULAD-500189,CCC,2014J,Completed,Fail,0
OULAD-508295-CCC-2014J,OULAD-508295,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-510266-CCC-2014J,OULAD-510266,CCC,2014J,Completed,Fail,0
OULAD-511350-CCC-2014J,OULAD-511350,CCC,2014J,Completed,Fail,0
OULAD-511859-CCC-2014J,OULAD-511859,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-515125-CCC-2014J,OULAD-515125,CCC,2014J,Completed,Fail,0
OULAD-521115-CCC-2014J,OULAD-521115,CCC,2014J,Completed,Pass,30
OULAD-529723-CCC-2014J,OULAD-529723,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-532440-CCC-2014J,OULAD-532440,CCC,2014J,Completed,Pass,30
OULAD-533512-CCC-2014J,OULAD-533512,CCC,2014J,Completed,Fail,0
OULAD-537654-CCC-2014J,OULAD-537654,CCC,2014J,Completed,Pass,30
OULAD-541040-CCC-2014J,OULAD-541040,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-541482-CCC-2014J,OULAD-541482,CCC,2014J,Completed,Fail,0
OULAD-542180-CCC-2014J,OULAD-542180,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-542557-CCC-2014J,OULAD-542557,CCC,2014J,Completed,Distinction,30
OULAD-544271-CCC-2014J,OULAD-544271,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-545704-CCC-2014J,OULAD-545704,CCC,2014J,Completed,Pass,30
OULAD-550814-CCC-2014J,OULAD-550814,CCC,2014J,Completed,Pass,30
OULAD-551214-CCC-2014J,OULAD-551214,CCC,2014J,Completed,Pass,30
OULAD-552965-CCC-2014J,OULAD-552965,CCC,2014J,Completed,Distinction,30
OULAD-554691-CCC-2014J,OULAD-554691,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-555498-CCC-2014J,OULAD-555498,CCC,2014J,Completed,Pass,30
OULAD-564356-CCC-2014J,OULAD-564356,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-565109-CCC-2014J,OULAD-565109,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-567888-CCC-2014J,OULAD-567888,CCC,2014J,Completed,Distinction,30
OULAD-569625-CCC-2014J,OULAD-569625,CCC,2014J,Completed,Fail,0
OULAD-571131-CCC-2014J,OULAD-571131,CCC,2014J,Completed,Pass,30
OULAD-571610-CCC-2014J,OULAD-571610,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-571808-CCC-2014J,OULAD-571808,CCC,2014J,Completed,Distinction,30
OULAD-571921-CCC-2014J,OULAD-571921,CCC,2014J,Completed,Pass,30
OULAD-571962-CCC-2014J,OULAD-571962,CCC,2014J,Completed,Fail,0
OULAD-572396-CCC-2014J,OULAD-572396,CCC,2014J,Completed,Distinction,30
OULAD-572431-CCC-2014J,OULAD-572431,CCC,2014J,Completed,Pass,30
OULAD-572589-CCC-2014J,OULAD-572589,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-572735-CCC-2014J,OULAD-572735,CCC,2014J,Completed,Pass,30
OULAD-572783-CCC-2014J,OULAD-572783,CCC,2014J,Completed,Pass,30
OULAD-574507-CCC-2014J,OULAD-574507,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-574637-CCC-2014J,OULAD-574637,CCC,2014J,Completed,Pass,30
OULAD-574720-CCC-2014J,OULAD-574720,CCC,2014J,Completed,Pass,30
OULAD-575798-CCC-2014J,OULAD-575798,CCC,2014J,Completed,Pass,30
OULAD-576233-CCC-2014J,OULAD-576233,CCC,2014J,Completed,Fail,0
OULAD-576453-CCC-2014J,OULAD-576453,CCC,2014J,Completed,Distinction,30
OULAD-577148-CCC-2014J,OULAD-577148,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-577279-CCC-2014J,OULAD-577279,CCC,2014J,Completed,Distinction,30
OULAD-580709-CCC-2014J,OULAD-580709,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-580714-CCC-2014J,OULAD-580714,CCC,2014J,Completed,Pass,30
OULAD-580722-CCC-2014J,OULAD-580722,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-580845-CCC-2014J,OULAD-580845,CCC,2014J,Completed,Pass,30
OULAD-581179-CCC-2014J,OULAD-581179,CCC,2014J,Completed,Pass,30
OULAD-581410-CCC-2014J,OULAD-581410,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-583293-CCC-2014J,OULAD-583293,CCC,2014J,Completed,Distinction,30
OULAD-584443-CCC-2014J,OULAD-584443,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-585098-CCC-2014J,OULAD-585098,CCC,2014J,Completed,Pass,30
OULAD-586046-CCC-2014J,OULAD-586046,CCC,2014J,Completed,Fail,0
OULAD-586261-CCC-2014J,OULAD-586261,CCC,2014J,Completed,Pass,30
OULAD-586550-CCC-2014J,OULAD-586550,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-586594-CCC-2014J,OULAD-586594,CCC,2014J,Completed,Pass,30
OULAD-586750-CCC-2014J,OULAD-586750,CCC,2014J,Completed,Fail,0
OULAD-586808-CCC-2014J,OULAD-586808,CCC,2014J,Completed,Pass,30
OULAD-586921-CCC-2014J,OULAD-586921,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-587547-CCC-2014J,OULAD-587547,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-587641-CCC-2014J,OULAD-587641,CCC,2014J,Completed,Fail,0
OULAD-588566-CCC-2014J,OULAD-588566,CCC,2014J,Completed,Fail,0
OULAD-588824-CCC-2014J,OULAD-588824,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-589327-CCC-2014J,OULAD-589327,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-589956-CCC-2014J,OULAD-589956,CCC,2014J,Completed,Distinction,30
OULAD-590676-CCC-2014J,OULAD-590676,CCC,2014J,Completed,Pass,30
OULAD-592494-CCC-2014J,OULAD-592494,CCC,2014J,Completed,Pass,30
OULAD-592951-CCC-2014J,OULAD-592951,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-595514-CCC-2014J,OULAD-595514,CCC,2014J,Completed,Pass,30
OULAD-595746-CCC-2014J,OULAD-595746,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-596245-CCC-2014J,OULAD-596245,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-596620-CCC-2014J,OULAD-596620,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-596812-CCC-2014J,OULAD-596812,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-597319-CCC-2014J,OULAD-597319,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-597755-CCC-2014J,OULAD-597755,CCC,2014J,Completed,Distinction,30
OULAD-597948-CCC-2014J,OULAD-597948,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-598713-CCC-2014J,OULAD-598713,CCC,2014J,Completed,Pass,30
OULAD-598887-CCC-2014J,OULAD-598887,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-599663-CCC-2014J,OULAD-599663,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-600175-CCC-2014J,OULAD-600175,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-600350-CCC-2014J,OULAD-600350,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-601566-CCC-2014J,OULAD-601566,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-602030-CCC-2014J,OULAD-602030,CCC,2014J,Completed,Fail,0
OULAD-602827-CCC-2014J,OULAD-602827,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-603049-CCC-2014J,OULAD-603049,CCC,2014J,Completed,Pass,30
OULAD-603529-CCC-2014J,OULAD-603529,CCC,2014J,Completed,Pass,30
OULAD-604164-CCC-2014J,OULAD-604164,CCC,2014J,Completed,Pass,30
OULAD-607143-CCC-2014J,OULAD-607143,CCC,2014J,Completed,Fail,0
OULAD-607427-CCC-2014J,OULAD-607427,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-608669-CCC-2014J,OULAD-608669,CCC,2014J,Completed,Fail,0
OULAD-610537-CCC-2014J,OULAD-610537,CCC,2014J,Completed,Fail,0
OULAD-611520-CCC-2014J,OULAD-611520,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-611593-CCC-2014J,OULAD-611593,CCC,2014J,Completed,Distinction,30
OULAD-612283-CCC-2014J,OULAD-612283,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-612449-CCC-2014J,OULAD-612449,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-613667-CCC-2014J,OULAD-613667,CCC,2014J,Completed,Pass,30
OULAD-616658-CCC-2014J,OULAD-616658,CCC,2014J,Completed,Pass,30
OULAD-616870-CCC-2014J,OULAD-616870,CCC,2014J,Completed,Pass,30
OULAD-617130-CCC-2014J,OULAD-617130,CCC,2014J,Completed,Pass,30
OULAD-617327-CCC-2014J,OULAD-617327,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-618513-CCC-2014J,OULAD-618513,CCC,2014J,Completed,Fail,0
OULAD-619359-CCC-2014J,OULAD-619359,CCC,2014J,Completed,Fail,0
OULAD-620782-CCC-2014J,OULAD-620782,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-620819-CCC-2014J,OULAD-620819,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-621380-CCC-2014J,OULAD-621380,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-621696-CCC-2014J,OULAD-621696,CCC,2014J,Completed,Pass,30
OULAD-622086-CCC-2014J,OULAD-622086,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-622935-CCC-2014J,OULAD-622935,CCC,2014J,Completed,Pass,30
OULAD-622976-CCC-2014J,OULAD-622976,CCC,2014J,Completed,Pass,30
OULAD-623100-CCC-2014J,OULAD-623100,CCC,2014J,Completed,Distinction,30
OULAD-624354-CCC-2014J,OULAD-624354,CCC,2014J,Completed,Fail,0
OULAD-624469-CCC-2014J,OULAD-624469,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-624493-CCC-2014J,OULAD-624493,CCC,2014J,Completed,Pass,30
OULAD-626878-CCC-2014J,OULAD-626878,CCC,2014J,Completed,Fail,0
OULAD-627283-CCC-2014J,OULAD-627283,CCC,2014J,Completed,Pass,30
OULAD-627417-CCC-2014J,OULAD-627417,CCC,2014J,Completed,Pass,30
OULAD-627450-CCC-2014J,OULAD-627450,CCC,2014J,Completed,Fail,0
OULAD-628008-CCC-2014J,OULAD-628008,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-628376-CCC-2014J,OULAD-628376,CCC,2014J,Completed,Pass,30
OULAD-628717-CCC-2014J,OULAD-628717,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-630177-CCC-2014J,OULAD-630177,CCC,2014J,Completed,Pass,30
OULAD-630541-CCC-2014J,OULAD-630541,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-630891-CCC-2014J,OULAD-630891,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-631247-CCC-2014J,OULAD-631247,CCC,2014J,Completed,Distinction,30
OULAD-632004-CCC-2014J,OULAD-632004,CCC,2014J,Completed,Pass,30
OULAD-632637-CCC-2014J,OULAD-632637,CCC,2014J,Completed,Fail,0
OULAD-632904-CCC-2014J,OULAD-632904,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-632929-CCC-2014J,OULAD-632929,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-633328-CCC-2014J,OULAD-633328,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-633960-CCC-2014J,OULAD-633960,CCC,2014J,Completed,Distinction,30
OULAD-634200-CCC-2014J,OULAD-634200,CCC,2014J,Completed,Pass,30
OULAD-634648-CCC-2014J,OULAD-634648,CCC,2014J,Completed,Pass,30
OULAD-635410-CCC-2014J,OULAD-635410,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-636783-CCC-2014J,OULAD-636783,CCC,2014J,Completed,Distinction,30
OULAD-640443-CCC-2014J,OULAD-640443,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-643309-CCC-2014J,OULAD-643309,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-643770-CCC-2014J,OULAD-643770,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-644516-CCC-2014J,OULAD-644516,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-645219-CCC-2014J,OULAD-645219,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-646077-CCC-2014J,OULAD-646077,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-646589-CCC-2014J,OULAD-646589,CCC,2014J,Completed,Pass,30
OULAD-646689-CCC-2014J,OULAD-646689,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-647184-CCC-2014J,OULAD-647184,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-647518-CCC-2014J,OULAD-647518,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-648419-CCC-2014J,OULAD-648419,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-648477-CCC-2014J,OULAD-648477,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-648536-CCC-2014J,OULAD-648536,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-648590-CCC-2014J,OULAD-648590,CCC,2014J,Completed,Fail,0
OULAD-649215-CCC-2014J,OULAD-649215,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-650105-CCC-2014J,OULAD-650105,CCC,2014J,Completed,Fail,0
OULAD-650414-CCC-2014J,OULAD-650414,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-651759-CCC-2014J,OULAD-651759,CCC,2014J,Completed,Distinction,30
OULAD-651935-CCC-2014J,OULAD-651935,CCC,2014J,Completed,Pass,30
OULAD-652571-CCC-2014J,OULAD-652571,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-652894-CCC-2014J,OULAD-652894,CCC,2014J,Completed,Fail,0
OULAD-653887-CCC-2014J,OULAD-653887,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-655627-CCC-2014J,OULAD-655627,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-655927-CCC-2014J,OULAD-655927,CCC,2014J,Completed,Pass,30
OULAD-674430-CCC-2014J,OULAD-674430,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-674699-CCC-2014J,OULAD-674699,CCC,2014J,Completed,Pass,30
OULAD-674882-CCC-2014J,OULAD-674882,CCC,2014J,Completed,Pass,30
OULAD-675442-CCC-2014J,OULAD-675442,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-675495-CCC-2014J,OULAD-675495,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-678090-CCC-2014J,OULAD-678090,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-678538-CCC-2014J,OULAD-678538,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-679569-CCC-2014J,OULAD-679569,CCC,2014J,Completed,Fail,0
OULAD-680145-CCC-2014J,OULAD-680145,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-680698-CCC-2014J,OULAD-680698,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-681302-CCC-2014J,OULAD-681302,CCC,2014J,Completed,Pass,30
OULAD-681335-CCC-2014J,OULAD-681335,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-682259-CCC-2014J,OULAD-682259,CCC,2014J,Completed,Fail,0
OULAD-682565-CCC-2014J,OULAD-682565,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-684669-CCC-2014J,OULAD-684669,CCC,2014J,Completed,Pass,30
OULAD-685236-CCC-2014J,OULAD-685236,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-685802-CCC-2014J,OULAD-685802,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-685964-CCC-2014J,OULAD-685964,CCC,2014J,Completed,Distinction,30
OULAD-686058-CCC-2014J,OULAD-686058,CCC,2014J,Completed,Distinction,30
OULAD-686110-CCC-2014J,OULAD-686110,CCC,2014J,Completed,Pass,30
OULAD-687953-CCC-2014J,OULAD-687953,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-688171-CCC-2014J,OULAD-688171,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-688672-CCC-2014J,OULAD-688672,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-688843-CCC-2014J,OULAD-688843,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-689050-CCC-2014J,OULAD-689050,CCC,2014J,Completed,Distinction,30
OULAD-689807-CCC-2014J,OULAD-689807,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-689855-CCC-2014J,OULAD-689855,CCC,2014J,Completed,Distinction,30
OULAD-690733-CCC-2014J,OULAD-690733,CCC,2014J,Completed,Distinction,30
OULAD-691177-CCC-2014J,OULAD-691177,CCC,2014J,Completed,Fail,0
OULAD-693058-CCC-2014J,OULAD-693058,CCC,2014J,Completed,Distinction,30
OULAD-694147-CCC-2014J,OULAD-694147,CCC,2014J,Withdrawn,Withdrawn,0
OULAD-694361-CCC-2014J,OULAD-694361,CCC,2014J,Withdrawn,Withdrawn,0
